Employee_Number,Stag,Turnover,Gender,Age,Industry,Profession,Traffic,Traffic_Source,Coach,Head_gender,Greywage,Way,Extraversion,Independ,Selfcontrol,Anxiety,Novator
1037,12,No,Female,29,Retail,HR,KA,RecAgency,my head,Female,white,bus,5,4,9,5,4
1038,109,Yes,Female,32,Banks,HR,recNErab,Person_ByRecomendation,no,Male,white,bus,8,8,4,2,5
1039,22,No,Female,41,Retail,HR,youjs,Person_JobSite,no,Male,grey,car,8,8,4,2,5
1040,37,No,Male,25,Other,Other,referal,Person_RecReferral,yes,Male,white,car,5,6,9,4,4
1041,24,Yes,Male,34,Banks,BusinessDevelopment,referal,Person_RecReferral,no,Male,white,bus,9,5,4,7,5
1042,24,Yes,Male,34,Banks,BusinessDevelopment,referal,Person_RecReferral,no,Male,white,bus,8,5,3,7,5
1043,51,No,Female,43,Pharma,HR,youjs,Person_JobSite,no,Female,white,car,5,6,3,8,8
1044,16,No,Male,54,Retail,Sales,empjs,Employer_JobSite,my head,Male,white,bus,8,3,5,9,8
1045,1,No,Male,30,IT,Sales,recNErab,Person_ByRecomendation,no,Female,white,foot,8,3,2,7,8
1046,52,No,Female,23,Other,HR,youjs,Person_JobSite,my head,Female,white,bus,7,8,5,3,7
1047,62,Yes,Male,22,IT,IT,youjs,Person_JobSite,no,Male,white,bus,4,8,5,6,6
1048,45,No,Female,35,Other,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,6,6,5,6,6
1049,17,No,Female,37,Building,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,6,3,7,7,3
1050,26,No,Male,23,Consult,Marketing,advert,Person_Advert,my head,Male,white,foot,6,6,7,5,5
1051,19,No,Female,26,IT,HR,youjs,Person_JobSite,yes,Male,grey,bus,4,3,9,7,6
1052,30,No,Male,47,IT,Consult,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,1,6,6,10,5
1053,30,No,Male,47,IT,Consult,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,2,6,7,9,6
1054,60,Yes,Female,27,Retail,HR,youjs,Person_JobSite,my head,Female,white,car,6,7,4,6,6
1055,52,No,Female,34,IT,BusinessDevelopment,friends,Employer_Friends,my head,Male,white,car,5,4,5,9,7
1056,59,No,Male,25,Retail,Other,youjs,Person_JobSite,no,Female,white,bus,5,5,6,8,7
1057,85,No,Male,29,Retail,Finanсe,youjs,Person_JobSite,yes,Male,white,bus,4,3,10,7,2
1058,119,Yes,Female,31,Telecom,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,9,8,3,3,8
1059,32,Yes,Female,31,Transport,HR,empjs,Employer_JobSite,no,Male,white,bus,7,5,6,3,4
1060,39,Yes,Female,32,Manufacture,HR,empjs,Employer_JobSite,no,Male,white,car,5,5,7,4,8
1061,57,Yes,Female,36,Other,HR,youjs,Person_JobSite,no,Male,white,bus,5,4,6,7,2
1062,57,Yes,Female,36,Other,HR,youjs,Person_JobSite,no,Male,white,bus,5,3,6,5,3
1063,10,No,Female,34,Retail,HR,youjs,Person_JobSite,my head,Female,grey,car,5,5,4,7,9
1064,8,No,Female,39,Manufacture,HR,empjs,Employer_JobSite,no,Male,white,bus,8,4,3,8,7
1065,9,Yes,Female,38,Building,HR,empjs,Employer_JobSite,yes,Female,grey,bus,4,4,6,5,9
1066,8,Yes,Male,29,Retail,Sales,friends,Employer_Friends,my head,Male,white,bus,9,5,3,9,8
1067,9,No,Female,32,Retail,HR,rabrecNErab,Employer_ByRecomendation,no,Male,grey,car,6,5,6,4,8
1068,3,No,Female,32,IT,IT,youjs,Person_JobSite,my head,Male,white,car,9,6,4,5,8
1069,3,No,Female,32,IT,IT,youjs,Person_JobSite,my head,Male,white,car,7,6,6,5,5
1070,33,No,Female,23,Other,Other,youjs,Person_JobSite,no,Female,white,bus,5,6,7,3,2
1071,6,Yes,Female,25,Retail,manage,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,5,6,6,6,8
1072,5,Yes,Male,34,IT,Sales,friends,Employer_Friends,no,Male,white,car,3,6,8,5,3
1073,19,No,Female,43,Consult,Consult,empjs,Employer_JobSite,yes,Male,white,foot,6,6,3,8,9
1074,8,No,Male,30,IT,IT,empjs,Employer_JobSite,my head,Male,white,car,4,6,3,9,4
1075,28,No,Female,31,Manufacture,HR,referal,Person_RecReferral,my head,Female,white,car,9,6,3,5,5
1076,3,No,Female,25,Banks,HR,youjs,Person_JobSite,yes,Male,white,car,7,3,5,8,5
1077,12,No,Female,22,Consult,manage,youjs,Person_JobSite,my head,Male,white,bus,7,5,6,7,8
1078,28,No,Male,41,Agriculture,Other,youjs,Person_JobSite,no,Female,white,car,4,7,3,7,7
1079,36,No,Female,32,Manufacture,HR,KA,RecAgency,no,Male,white,bus,7,9,3,3,6
1080,79,Yes,Male,21,Retail,manage,friends,Employer_Friends,no,Female,grey,foot,5,7,5,7,6
1081,23,No,Female,29,Other,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,car,6,9,4,3,7
1082,23,No,Female,29,Other,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,car,7,8,3,3,7
1083,132,No,Male,25,Retail,IT,empjs,Employer_JobSite,my head,Male,white,bus,5,7,3,5,6
1084,46,Yes,Female,27,Other,HR,youjs,Person_JobSite,my head,Female,white,bus,4,9,4,5,4
1085,32,Yes,Female,32,Banks,HR,youjs,Person_JobSite,no,Male,white,bus,4,4,6,8,7
1086,46,Yes,Male,39,Mining,Other,friends,Employer_Friends,no,Male,white,foot,4,7,4,7,8
1087,43,No,Male,28,Manufacture,HR,youjs,Person_JobSite,my head,Female,white,car,6,3,5,6,7
1088,97,No,Female,28,Banks,Sales,KA,RecAgency,no,Male,white,car,8,5,3,6,8
1089,25,No,Female,32,Retail,HR,recNErab,Person_ByRecomendation,yes,Male,white,bus,9,3,3,6,2
1090,30,No,Male,32,IT,IT,empjs,Employer_JobSite,my head,Male,white,bus,4,8,5,5,4
1091,53,Yes,Female,45,Manufacture,HR,KA,RecAgency,no,Male,grey,bus,5,4,8,5,4
1092,53,Yes,Female,45,Manufacture,HR,KA,RecAgency,no,Male,grey,bus,5,6,6,4,8
1093,53,Yes,Female,45,Manufacture,HR,KA,RecAgency,no,Male,grey,bus,4,8,6,3,8
1094,20,No,Female,31,Consult,HR,youjs,Person_JobSite,my head,Male,white,bus,2,7,6,5,2
1095,43,Yes,Male,23,Banks,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,5,8,6,4,5
1096,89,Yes,Female,22,PowerGeneration,HR,recNErab,Person_ByRecomendation,no,Male,white,bus,7,5,5,6,8
1097,91,No,Male,32,IT,IT,referal,Person_RecReferral,yes,Male,white,car,7,4,4,6,6
1098,10,No,Female,20,IT,IT,empjs,Employer_JobSite,my head,Male,white,bus,9,5,3,5,9
1099,16,No,Female,34,Retail,HR,youjs,Person_JobSite,no,Female,white,car,9,6,2,5,7
1100,52,Yes,Female,19,Agriculture,Other,referal,Person_RecReferral,no,Male,white,car,9,6,3,4,6
1101,35,No,Male,38,Retail,Sales,KA,RecAgency,no,Male,white,bus,7,3,6,6,5
1102,96,No,Female,33,Retail,BusinessDevelopment,friends,Employer_Friends,my head,Male,white,foot,5,3,6,6,7
1103,1,Yes,Female,43,Retail,HR,empjs,Employer_JobSite,no,Female,white,bus,7,6,4,4,5
1104,17,No,Female,38,Manufacture,HR,friends,Employer_Friends,my head,Female,white,bus,5,5,6,4,4
1105,17,Yes,Female,27,Retail,HR,youjs,Person_JobSite,yes,Female,grey,car,8,6,6,6,6
1106,80,No,Male,34, HoReCa,IT,referal,Person_RecReferral,no,Male,white,bus,4,6,6,4,4
1107,87,Yes,Male,24,Mining,Engineer,referal,Person_RecReferral,no,Male,white,bus,4,6,8,4,3
1108,59,Yes,Male,36,Retail,Other,empjs,Employer_JobSite,no,Male,white,bus,4,4,9,6,5
1109,46,Yes,Male,29,Other,PR,friends,Employer_Friends,no,Male,white,bus,7,6,3,6,8
1110,153,No,Male,43,IT,Sales,rabrecNErab,Employer_ByRecomendation,no,Male,white,car,6,3,5,8,5
1111,7,No,Female,39,Transport,HR,friends,Employer_Friends,no,Female,white,bus,3,8,7,4,8
1112,7,No,Female,39,Transport,HR,friends,Employer_Friends,no,Female,white,bus,1,8,8,5,6
1113,7,No,Male,31,IT,IT,youjs,Person_JobSite,no,Male,white,bus,8,3,2,9,7
1114,80,No,Male,34,IT,IT,referal,Person_RecReferral,no,Male,grey,bus,4,6,6,4,4
1115,95,No,Female,31,Retail,HR,referal,Person_RecReferral,yes,Male,white,foot,6,6,3,4,9
1116,95,No,Female,31,Retail,HR,referal,Person_RecReferral,yes,Male,white,foot,5,6,5,6,8
1117,59,No,Female,22,Retail,HR,youjs,Person_JobSite,yes,Female,white,bus,9,5,3,7,8
1118,11,Yes,Male,41,Consult,HR,youjs,Person_JobSite,no,Male,white,bus,4,4,6,9,6
1119,7,No,Male,25,Manufacture,HR,friends,Employer_Friends,no,Female,white,bus,5,5,6,7,8
1120,27,No,Female,19,IT,HR,youjs,Person_JobSite,yes,Female,white,bus,7,3,6,7,2
1121,12,No,Male,41,IT,IT,youjs,Person_JobSite,no,Male,white,foot,5,4,5,8,8
1122,53,No,Female,27,IT,HR,youjs,Person_JobSite,no,Male,white,bus,3,6,6,6,4
1123,13,No,Male,48,Manufacture,Marketing,friends,Employer_Friends,no,Male,white,bus,1,7,6,9,6
1124,7,No,Female,27,Banks,HR,youjs,Person_JobSite,no,Female,white,bus,9,6,3,4,8
1125,11,No,Female,41,Banks,HR,rabrecNErab,Employer_ByRecomendation,my head,Male,white,bus,9,3,3,5,8
1126,11,No,Female,41,Banks,HR,rabrecNErab,Employer_ByRecomendation,my head,Male,white,bus,9,3,3,5,8
1127,119,No,Female,34,Telecom,Accounting,KA,RecAgency,no,Female,white,bus,5,6,7,6,4
1128,49,No,Female,51,Consult,HR,empjs,Employer_JobSite,no,Male,grey,bus,4,8,6,6,5
1129,25,No,Female,29,Retail,HR,youjs,Person_JobSite,no,Female,white,car,9,1,4,6,7
